position #,Time [UTC],Time [LMT],Longitude [deg],Latitude [deg],Altitude [m],Status,Main [V],Beacon [V],Temperature [ÁC]
5844,12/19/18 5:15,12/18/18 23:15,99.3059,15.53751,237,val. GPS-3D,3.28,3.6,30
5843,12/19/18 5:01,12/18/18 23:01,99.30596,15.53749,236,val. GPS-3D,3.28,3.6,29
5842,12/19/18 4:46,12/18/18 22:46,99.30593,15.53747,228,val. GPS-3D,3.28,3.6,30
5841,12/19/18 4:30,12/18/18 22:30,99.30583,15.53748,250,val. GPS-3D,3.28,3.6,30
5840,12/19/18 4:16,12/18/18 22:16,99.30559,15.53748,241,val. GPS-3D,3.28,3.6,32
5839,12/19/18 4:00,12/18/18 22:00,99.30598,15.5378,233,val. GPS-3D,3.28,3.6,35
5838,12/17/18 1:30,12/16/18 19:30,99.31682,15.50684,335,val. GPS-3D,3.28,3.6,27
5837,12/17/18 1:15,12/16/18 19:15,99.31622,15.50561,344,val. GPS-3D,3.28,3.6,27
5836,12/17/18 1:00,12/16/18 19:00,99.31896,15.50436,372,val. GPS-3D,3.28,3.6,26
5835,12/17/18 0:45,12/16/18 18:45,99.32211,15.50505,383,val. GPS-3D,3.28,3.6,26
5834,12/17/18 0:30,12/16/18 18:30,99.32342,15.5054,416,val. GPS-3D,3.28,3.6,25
5833,12/17/18 0:15,12/16/18 18:15,99.326,15.50563,449,val. GPS-3D,3.28,3.6,25
5832,12/17/18 0:00,12/16/18 18:00,99.3268,15.50595,493,val. GPS-3D,3.36,3.6,24
5831,12/16/18 23:45,12/16/18 17:45,99.32662,15.50583,511,val. GPS-3D,3.28,3.6,25
5830,12/16/18 23:30,12/16/18 17:30,99.3267,15.50579,492,val. GPS-3D,3.28,3.6,26
5829,12/16/18 23:15,12/16/18 17:15,99.32679,15.50589,436,val. GPS-3D,3.28,3.6,25
5828,12/16/18 23:00,12/16/18 17:00,99.32661,15.5058,451,val. GPS-3D,3.28,3.6,25
5827,12/16/18 22:45,12/16/18 16:45,99.32649,15.50603,515,val. GPS-3D,3.28,3.6,25
5826,12/16/18 7:30,12/16/18 1:30,99.34691,15.50958,369,val. GPS-3D,3.28,3.6,32
5825,12/16/18 7:15,12/16/18 1:15,99.3469,15.51139,403,val. GPS-3D,3.28,3.6,33
5824,12/16/18 7:00,12/16/18 1:00,99.34689,15.5114,386,val. GPS-3D,3.28,3.6,33
5823,12/16/18 6:45,12/16/18 0:45,99.34724,15.51135,406,val. GPS-3D,3.28,3.6,33
5822,12/16/18 6:30,12/16/18 0:30,99.34855,15.51158,382,val. GPS-3D,3.28,3.6,33
5821,12/16/18 6:15,12/16/18 0:15,99.34882,15.51172,370,val. GPS-3D,3.28,3.6,33
5820,12/16/18 6:00,12/16/18 0:00,99.34895,15.51153,378,val. GPS-3D,3.28,3.6,33
5819,12/16/18 5:45,12/15/18 23:45,99.34958,15.51128,390,val. GPS-3D,3.28,3.6,33
5818,12/16/18 5:30,12/15/18 23:30,99.35078,15.51096,375,val. GPS-3D,3.28,3.6,33
5817,12/16/18 5:15,12/15/18 23:15,99.35104,15.51073,345,val. GPS-3D,3.28,3.6,33
5816,12/16/18 5:02,12/15/18 23:02,99.35166,15.51115,350,val. GPS-3D,3.28,3.6,33
5815,12/16/18 4:45,12/15/18 22:45,99.3526,15.51187,350,val. GPS-3D,3.28,3.6,33
5814,12/16/18 4:30,12/15/18 22:30,99.354,15.51264,347,val. GPS-3D,3.28,3.6,33
5813,12/16/18 4:15,12/15/18 22:15,99.35391,15.5126,340,val. GPS-3D,3.28,3.6,33
5812,12/16/18 4:00,12/15/18 22:00,99.35508,15.51229,345,val. GPS-3D,3.28,3.6,33
5811,12/16/18 3:45,12/15/18 21:45,99.35511,15.51227,345,val. GPS-3D,3.28,3.6,33
5810,12/16/18 3:30,12/15/18 21:30,99.3551,15.51229,343,val. GPS-3D,3.36,3.6,35
5809,12/16/18 3:15,12/15/18 21:15,99.3548,15.51259,360,val. GPS-3D,3.28,3.6,35
5808,12/16/18 3:00,12/15/18 21:00,99.35506,15.51261,331,val. GPS-3D,3.28,3.6,33
5807,12/16/18 2:45,12/15/18 20:45,99.35498,15.51271,348,val. GPS-3D,3.28,3.6,31
5806,12/16/18 2:30,12/15/18 20:30,99.35528,15.51325,342,val. GPS-3D,3.28,3.6,31
5805,12/16/18 2:15,12/15/18 20:15,99.35515,15.51281,339,val. GPS-3D,3.28,3.6,31
5804,12/16/18 2:00,12/15/18 20:00,99.35594,15.51265,334,val. GPS-3D,3.28,3.6,31
5803,12/16/18 1:45,12/15/18 19:45,99.35582,15.51251,347,val. GPS-3D,3.28,3.6,28
5802,12/16/18 1:30,12/15/18 19:30,99.35688,15.51159,308,val. GPS-3D,3.28,3.6,27
5801,12/16/18 1:15,12/15/18 19:15,99.35797,15.51064,396,val. GPS-3D,3.28,3.6,27
5800,12/16/18 1:00,12/15/18 19:00,99.35935,15.50924,401,val. GPS-3D,3.28,3.6,27
5799,12/16/18 0:45,12/15/18 18:45,99.36077,15.50837,426,val. GPS-3D,3.28,3.6,27
5798,12/16/18 0:30,12/15/18 18:30,99.3608,15.5079,412,val. GPS-3D,3.28,3.6,26
5797,12/16/18 0:15,12/15/18 18:15,99.36087,15.50788,421,val. GPS-3D,3.36,3.6,26
5796,12/16/18 0:00,12/15/18 18:00,99.36081,15.50789,418,val. GPS-3D,3.36,3.6,27
5795,12/15/18 23:45,12/15/18 17:45,99.36087,15.50785,416,val. GPS-3D,3.28,3.6,27
5794,12/15/18 23:30,12/15/18 17:30,99.36065,15.50794,388,val. GPS-3D,3.36,3.6,27
5793,12/15/18 23:15,12/15/18 17:15,99.36056,15.50791,372,val. GPS-3D,3.28,3.6,27
5792,12/15/18 23:00,12/15/18 17:00,99.36096,15.50797,453,val. GPS-3D,3.28,3.6,27
5791,12/15/18 22:45,12/15/18 16:45,99.36079,15.50801,415,val. GPS-3D,3.28,3.6,28
5790,12/15/18 22:30,12/15/18 16:30,99.36064,15.50778,395,val. GPS-3D,3.28,3.6,27
5789,12/15/18 22:15,12/15/18 16:15,99.36075,15.50758,437,val. GPS-3D,3.28,3.6,27
5788,12/15/18 22:03,12/15/18 16:03,99.36064,15.50792,399,GPS-3D,3.28,3.6,26
5787,12/15/18 21:45,12/15/18 15:45,99.36074,15.50788,406,val. GPS-3D,3.28,3.6,26
5786,12/15/18 21:30,12/15/18 15:30,99.36082,15.50787,426,val. GPS-3D,3.36,3.6,27
5785,12/15/18 21:15,12/15/18 15:15,99.36078,15.50785,404,val. GPS-3D,3.28,3.6,27
5784,12/15/18 21:00,12/15/18 15:00,99.36083,15.50788,406,val. GPS-3D,3.28,3.6,27
5783,12/15/18 20:46,12/15/18 14:46,99.3608,15.50784,398,val. GPS-3D,3.28,3.6,27
5782,12/15/18 20:33,12/15/18 14:33,99.36082,15.50791,455,GPS-3D,3.28,3.6,26
5781,12/15/18 20:15,12/15/18 14:15,99.36083,15.50798,449,val. GPS-3D,3.28,3.6,26
5780,12/15/18 20:00,12/15/18 14:00,99.36083,15.50791,445,val. GPS-3D,3.28,3.6,26
5779,12/15/18 19:45,12/15/18 13:45,99.36084,15.50788,429,val. GPS-3D,3.28,3.6,26
5778,12/15/18 19:30,12/15/18 13:30,99.36079,15.50783,410,val. GPS-3D,3.28,3.6,27
5777,12/15/18 19:15,12/15/18 13:15,99.36079,15.50788,420,val. GPS-3D,3.28,3.6,27
5776,12/15/18 19:00,12/15/18 13:00,99.36084,15.50786,422,val. GPS-3D,3.28,3.6,28
5775,12/15/18 18:45,12/15/18 12:45,99.36056,15.50781,409,val. GPS-3D,3.36,3.6,27
5774,12/15/18 18:30,12/15/18 12:30,99.36068,15.50782,445,val. GPS-3D,3.28,3.6,27
5773,12/15/18 18:15,12/15/18 12:15,99.36074,15.50798,418,val. GPS-3D,3.28,3.6,27
5772,12/15/18 18:00,12/15/18 12:00,99.36074,15.5079,407,val. GPS-3D,3.36,3.6,26
5771,12/15/18 17:45,12/15/18 11:45,99.36066,15.5079,384,val. GPS-3D,3.28,3.6,26
5770,12/15/18 17:30,12/15/18 11:30,99.36077,15.50801,451,val. GPS-3D,3.28,3.6,27
5769,12/15/18 17:15,12/15/18 11:15,99.36087,15.50787,431,val. GPS-3D,3.28,3.6,27
5768,12/15/18 17:00,12/15/18 11:00,99.36082,15.50784,413,val. GPS-3D,3.36,3.6,27
5767,12/15/18 16:45,12/15/18 10:45,99.36077,15.5079,420,val. GPS-3D,3.28,3.6,28
5766,12/15/18 16:30,12/15/18 10:30,99.36088,15.50787,425,val. GPS-3D,3.28,3.6,27
5765,12/15/18 16:15,12/15/18 10:15,99.36088,15.50788,415,val. GPS-3D,3.28,3.6,27
5764,12/15/18 16:01,12/15/18 10:01,99.3607,15.50772,424,val. GPS-3D,3.28,3.6,26
5763,12/15/18 15:45,12/15/18 9:45,99.36093,15.50797,429,val. GPS-3D,3.28,3.6,26
5762,12/15/18 15:30,12/15/18 9:30,99.36081,15.50792,421,val. GPS-3D,3.28,3.6,26
5761,12/15/18 15:15,12/15/18 9:15,99.36084,15.50791,430,val. GPS-3D,3.28,3.6,28
5760,12/15/18 15:00,12/15/18 9:00,99.36089,15.50782,401,val. GPS-3D,3.28,3.6,28
5759,12/15/18 14:45,12/15/18 8:45,99.36088,15.50781,396,val. GPS-3D,3.36,3.6,28
5758,12/15/18 14:30,12/15/18 8:30,99.36097,15.50774,400,val. GPS-3D,3.28,3.6,27
5757,12/15/18 14:15,12/15/18 8:15,99.36091,15.50777,397,val. GPS-3D,3.36,3.6,27
5756,12/15/18 14:00,12/15/18 8:00,99.36088,15.50778,393,val. GPS-3D,3.28,3.6,27
5755,12/15/18 13:45,12/15/18 7:45,99.36089,15.50777,391,val. GPS-3D,3.28,3.6,28
5754,12/15/18 13:30,12/15/18 7:30,99.36096,15.50776,407,val. GPS-3D,3.28,3.6,27
5753,12/15/18 13:15,12/15/18 7:15,99.36099,15.50759,393,val. GPS-3D,3.28,3.6,27
5752,12/15/18 13:00,12/15/18 7:00,99.36093,15.50764,396,val. GPS-3D,3.28,3.6,26
5751,12/15/18 12:45,12/15/18 6:45,99.36107,15.50767,393,val. GPS-3D,3.28,3.6,26
5750,12/15/18 12:30,12/15/18 6:30,99.36109,15.50763,401,val. GPS-3D,3.28,3.6,26
5749,12/15/18 12:15,12/15/18 6:15,99.36113,15.5077,402,val. GPS-3D,3.28,3.6,26
5748,12/15/18 12:01,12/15/18 6:01,99.36096,15.50769,377,val. GPS-3D,3.28,3.6,27
5747,12/15/18 11:45,12/15/18 5:45,99.36117,15.50754,408,val. GPS-3D,3.28,3.6,28
5746,12/15/18 11:30,12/15/18 5:30,99.3615,15.50721,536,val. GPS-3D,3.28,3.6,29
5745,12/15/18 11:15,12/15/18 5:15,99.36098,15.50765,387,val. GPS-3D,3.28,3.6,28
5744,12/15/18 11:00,12/15/18 5:00,99.36128,15.50726,391,val. GPS-3D,3.28,3.6,28
5743,12/15/18 10:45,12/15/18 4:45,99.36273,15.50452,400,val. GPS-3D,3.28,3.6,28
5742,12/15/18 10:30,12/15/18 4:30,99.3653,15.50136,403,val. GPS-3D,3.28,3.6,28
5741,12/15/18 10:15,12/15/18 4:15,99.36735,15.50092,370,val. GPS-3D,3.28,3.6,29
5740,12/15/18 10:00,12/15/18 4:00,99.36904,15.4989,338,val. GPS-3D,3.28,3.6,30
5739,12/15/18 9:45,12/15/18 3:45,99.37,15.49786,414,val. GPS-3D,3.28,3.6,30
5738,12/15/18 9:30,12/15/18 3:30,99.36993,15.49803,439,val. GPS-3D,3.28,3.6,29
5737,12/15/18 9:17,12/15/18 3:17,99.36968,15.49813,368,val. GPS-3D,3.28,3.6,30
5736,12/15/18 9:00,12/15/18 3:00,99.36917,15.49793,491,val. GPS-3D,3.28,3.6,30
5735,12/15/18 8:45,12/15/18 2:45,99.3687,15.4978,386,val. GPS-3D,3.28,3.6,30
5734,12/15/18 8:30,12/15/18 2:30,99.36875,15.49783,335,val. GPS-3D,3.28,3.6,30
5733,12/15/18 8:15,12/15/18 2:15,99.36866,15.49777,344,val. GPS-3D,3.28,3.6,30
5732,12/15/18 8:00,12/15/18 2:00,99.36781,15.49808,393,val. GPS-3D,3.28,3.6,30
5731,12/15/18 7:45,12/15/18 1:45,99.36519,15.49909,434,val. GPS-3D,3.28,3.6,30
5730,12/15/18 7:30,12/15/18 1:30,99.36188,15.49986,471,val. GPS-3D,3.28,3.6,29
5729,12/15/18 7:15,12/15/18 1:15,99.36031,15.50098,496,val. GPS-3D,3.28,3.6,30
5728,12/15/18 7:00,12/15/18 1:00,99.35906,15.50193,580,val. GPS-3D,3.28,3.6,30
5727,12/15/18 6:45,12/15/18 0:45,99.35856,15.50239,547,val. GPS-3D,3.28,3.6,30
5726,12/15/18 6:30,12/15/18 0:30,99.3585,15.50234,548,val. GPS-3D,3.28,3.6,29
5725,12/15/18 6:15,12/15/18 0:15,99.357,15.50165,580,val. GPS-3D,3.28,3.6,29
5724,12/15/18 6:00,12/15/18 0:00,99.35568,15.50209,554,val. GPS-3D,3.28,3.6,29
5723,12/15/18 5:45,12/14/18 23:45,99.35503,15.50139,565,val. GPS-3D,3.28,3.6,28
5722,12/15/18 5:30,12/14/18 23:30,99.3534,15.50131,564,val. GPS-3D,3.28,3.6,28
5721,12/15/18 5:15,12/14/18 23:15,99.35131,15.50272,517,val. GPS-3D,3.28,3.6,29
5720,12/15/18 5:00,12/14/18 23:00,99.35065,15.50237,540,val. GPS-3D,3.28,3.6,30
5719,12/15/18 4:45,12/14/18 22:45,99.35071,15.50238,527,val. GPS-3D,3.28,3.6,30
5718,12/15/18 4:31,12/14/18 22:31,99.35075,15.50229,526,val. GPS-3D,3.28,3.6,30
5717,12/15/18 4:15,12/14/18 22:15,99.34998,15.50175,517,val. GPS-3D,3.28,3.6,32
5716,12/15/18 4:00,12/14/18 22:00,99.34961,15.50141,504,val. GPS-3D,3.28,3.6,34
5715,12/15/18 3:45,12/14/18 21:45,99.34917,15.50148,483,val. GPS-3D,3.28,3.6,29
5714,12/15/18 3:30,12/14/18 21:30,99.34916,15.50153,491,val. GPS-3D,3.28,3.6,29
5713,12/15/18 3:15,12/14/18 21:15,99.34867,15.50158,479,val. GPS-3D,3.28,3.6,28
5712,12/15/18 3:00,12/14/18 21:00,99.34795,15.50184,436,val. GPS-3D,3.28,3.6,29
5711,12/15/18 2:45,12/14/18 20:45,99.34795,15.502,454,val. GPS-3D,3.28,3.6,28
5710,12/15/18 2:30,12/14/18 20:30,99.34794,15.5019,457,val. GPS-3D,3.28,3.6,28
5709,12/15/18 2:15,12/14/18 20:15,99.34721,15.50263,422,val. GPS-3D,3.28,3.6,28
5708,12/15/18 2:00,12/14/18 20:00,99.34684,15.50372,402,val. GPS-3D,3.28,3.6,27
5707,12/15/18 1:45,12/14/18 19:45,99.34713,15.5045,385,val. GPS-3D,3.28,3.6,27
5706,12/15/18 1:30,12/14/18 19:30,99.34727,15.50422,369,val. GPS-3D,3.28,3.6,26
5705,12/15/18 1:15,12/14/18 19:15,99.34737,15.50434,420,val. GPS-3D,3.28,3.6,25
5704,12/15/18 1:00,12/14/18 19:00,99.34547,15.50484,392,val. GPS-3D,3.28,3.6,25
5703,12/15/18 0:45,12/14/18 18:45,99.34283,15.50465,368,val. GPS-3D,3.28,3.6,25
5702,12/15/18 0:30,12/14/18 18:30,99.34282,15.50475,391,val. GPS-3D,3.28,3.6,24
5701,12/15/18 0:15,12/14/18 18:15,99.34287,15.5047,355,val. GPS-3D,3.28,3.6,24
5700,12/15/18 0:00,12/14/18 18:00,99.34289,15.50455,431,val. GPS-3D,3.28,3.6,25
5699,12/14/18 23:45,12/14/18 17:45,99.34273,15.50465,362,val. GPS-3D,3.28,3.6,24
5698,12/14/18 23:30,12/14/18 17:30,99.34281,15.50471,346,val. GPS-3D,3.28,3.6,25
5697,12/14/18 23:15,12/14/18 17:15,99.34294,15.50463,436,val. GPS-3D,3.28,3.6,27
5696,12/14/18 23:00,12/14/18 17:00,99.34282,15.50475,421,val. GPS-3D,3.28,3.6,27
5695,12/14/18 22:45,12/14/18 16:45,99.34266,15.50489,378,val. GPS-3D,3.28,3.6,26
5694,12/14/18 22:30,12/14/18 16:30,99.34284,15.50469,392,val. GPS-3D,3.28,3.6,26
5693,12/14/18 22:15,12/14/18 16:15,99.34272,15.50483,447,val. GPS-3D,3.28,3.6,27
5692,12/14/18 22:00,12/14/18 16:00,99.34283,15.50474,387,val. GPS-3D,3.28,3.6,28
5691,12/14/18 21:45,12/14/18 15:45,99.34297,15.50473,383,val. GPS-3D,3.28,3.6,29
5690,12/14/18 21:30,12/14/18 15:30,99.34263,15.50469,382,val. GPS-3D,3.28,3.6,31
5689,12/14/18 21:16,12/14/18 15:16,99.34274,15.50464,494,val. GPS-3D,3.28,3.6,31
5687,12/14/18 20:45,12/14/18 14:45,99.34282,15.50463,377,val. GPS-3D,3.28,3.6,26
5686,12/14/18 20:30,12/14/18 14:30,99.34287,15.50477,358,val. GPS-3D,3.28,3.6,26
5685,12/14/18 20:15,12/14/18 14:15,99.34289,15.50469,422,val. GPS-3D,3.28,3.6,27
5684,12/14/18 20:00,12/14/18 14:00,99.34283,15.50475,398,val. GPS-3D,3.28,3.6,27
5683,12/14/18 19:45,12/14/18 13:45,99.34291,15.50476,370,val. GPS-3D,3.28,3.6,25
5682,12/14/18 19:30,12/14/18 13:30,99.3428,15.50464,379,val. GPS-3D,3.28,3.6,25
5681,12/14/18 19:15,12/14/18 13:15,99.34283,15.50464,382,val. GPS-3D,3.28,3.6,25
5680,12/14/18 19:00,12/14/18 13:00,99.34274,15.50472,366,val. GPS-3D,3.28,3.6,26
5679,12/14/18 18:45,12/14/18 12:45,99.34286,15.5047,441,val. GPS-3D,3.28,3.6,26
5678,12/14/18 18:30,12/14/18 12:30,99.34286,15.50466,389,val. GPS-3D,3.28,3.6,28
5677,12/14/18 18:15,12/14/18 12:15,99.34301,15.50468,378,val. GPS-3D,3.28,3.6,28
5676,12/14/18 18:00,12/14/18 12:00,99.34292,15.50466,372,val. GPS-3D,3.28,3.6,26
5675,12/14/18 17:45,12/14/18 11:45,99.34294,15.50471,397,val. GPS-3D,3.28,3.6,25
5674,12/14/18 17:30,12/14/18 11:30,99.34284,15.5047,388,val. GPS-3D,3.28,3.6,25
5673,12/14/18 17:15,12/14/18 11:15,99.34287,15.50469,384,val. GPS-3D,3.28,3.6,25
5672,12/14/18 17:00,12/14/18 11:00,99.34286,15.50475,375,val. GPS-3D,3.28,3.6,26
5671,12/14/18 16:45,12/14/18 10:45,99.34278,15.50468,378,val. GPS-3D,3.28,3.6,27
5670,12/14/18 16:30,12/14/18 10:30,99.34288,15.5047,366,val. GPS-3D,3.28,3.6,29
5669,12/14/18 16:15,12/14/18 10:15,99.34281,15.50476,362,val. GPS-3D,3.28,3.6,30
5668,12/14/18 16:00,12/14/18 10:00,99.34278,15.50468,395,val. GPS-3D,3.28,3.6,29
5667,12/14/18 15:45,12/14/18 9:45,99.34279,15.50467,384,val. GPS-3D,3.28,3.6,27
5666,12/14/18 15:30,12/14/18 9:30,99.34285,15.50463,393,val. GPS-3D,3.28,3.6,25
5665,12/14/18 15:15,12/14/18 9:15,99.3429,15.50457,385,val. GPS-3D,3.28,3.6,24
5664,12/14/18 15:00,12/14/18 9:00,99.34291,15.5046,391,val. GPS-3D,3.28,3.6,24
5663,12/14/18 14:45,12/14/18 8:45,99.34252,15.50465,244,val. GPS-3D,3.28,3.6,25
5662,12/14/18 14:30,12/14/18 8:30,99.34298,15.50465,370,val. GPS-3D,3.28,3.6,25
5661,12/14/18 14:15,12/14/18 8:15,99.34274,15.50466,366,val. GPS-3D,3.28,3.6,25
5660,12/14/18 14:00,12/14/18 8:00,99.34292,15.50455,343,val. GPS-3D,3.28,3.6,25
5659,12/14/18 13:45,12/14/18 7:45,99.34277,15.50461,386,val. GPS-3D,3.28,3.6,25
5658,12/14/18 13:30,12/14/18 7:30,99.34281,15.50468,396,val. GPS-3D,3.28,3.6,25
5657,12/14/18 13:15,12/14/18 7:15,99.34289,15.50468,410,val. GPS-3D,3.28,3.6,25
5656,12/14/18 13:00,12/14/18 7:00,99.34286,15.50485,381,val. GPS-3D,3.28,3.6,26
5655,12/14/18 12:45,12/14/18 6:45,99.34286,15.50477,380,val. GPS-3D,3.28,3.6,26
5654,12/14/18 12:30,12/14/18 6:30,99.34332,15.50524,327,val. GPS-3D,3.28,3.6,26
5653,12/14/18 12:15,12/14/18 6:15,99.34664,15.5065,357,val. GPS-3D,3.28,3.52,26
5652,12/14/18 12:00,12/14/18 6:00,99.34849,15.50557,401,val. GPS-3D,3.28,3.6,27
5651,12/14/18 11:45,12/14/18 5:45,99.35125,15.50431,467,val. GPS-3D,3.28,3.6,27
5650,12/14/18 11:30,12/14/18 5:30,99.35198,15.50432,447,val. GPS-3D,3.28,3.6,27
5649,12/14/18 11:15,12/14/18 5:15,99.35197,15.50427,439,val. GPS-3D,3.28,3.6,26
5648,12/14/18 9:45,12/14/18 3:45,99.35192,15.50434,495,val. GPS-3D,3.28,3.6,28
5647,12/14/18 9:30,12/14/18 3:30,99.35194,15.50421,456,val. GPS-3D,3.28,3.6,28
5646,12/14/18 9:15,12/14/18 3:15,99.352,15.50429,468,val. GPS-3D,3.28,3.6,28
5645,12/14/18 9:00,12/14/18 3:00,99.35196,15.50421,431,val. GPS-3D,3.28,3.6,28
5644,12/14/18 8:45,12/14/18 2:45,99.35203,15.50421,447,val. GPS-3D,3.28,3.6,28
5643,12/14/18 8:30,12/14/18 2:30,99.35195,15.50423,446,val. GPS-3D,3.28,3.6,27
5642,12/14/18 8:15,12/14/18 2:15,99.35203,15.50434,449,val. GPS-3D,3.28,3.6,28
5641,12/14/18 8:00,12/14/18 2:00,99.35206,15.50431,444,val. GPS-3D,3.28,3.6,29
5640,12/14/18 7:45,12/14/18 1:45,99.35201,15.50437,466,val. GPS-3D,3.28,3.6,29
5639,12/14/18 7:30,12/14/18 1:30,99.35208,15.50425,416,val. GPS-3D,3.28,3.6,28
5638,12/14/18 7:15,12/14/18 1:15,99.35194,15.50438,461,val. GPS-3D,3.28,3.6,27
5637,12/14/18 7:02,12/14/18 1:02,99.352,15.5043,443,GPS-3D,3.28,3.6,28
5636,12/14/18 0:45,12/13/18 18:45,99.35198,15.50417,411,val. GPS-3D,3.28,3.6,28
5634,12/14/18 0:16,12/13/18 18:16,99.35191,15.50432,450,GPS-3D,3.28,3.6,27
5633,12/14/18 0:02,12/13/18 18:02,99.35196,15.50422,442,val. GPS-3D,3.28,3.6,25
5632,12/13/18 23:45,12/13/18 17:45,99.35198,15.50422,444,val. GPS-3D,3.28,3.6,26
5631,12/13/18 23:30,12/13/18 17:30,99.35197,15.50433,452,val. GPS-3D,3.28,3.6,26
5630,12/13/18 23:15,12/13/18 17:15,99.35206,15.5044,468,val. GPS-3D,3.28,3.6,26
5629,12/13/18 23:00,12/13/18 17:00,99.35179,15.50434,405,val. GPS-3D,3.28,3.6,27
5628,12/13/18 22:45,12/13/18 16:45,99.35196,15.50425,430,val. GPS-3D,3.28,3.6,28
5627,12/13/18 22:30,12/13/18 16:30,99.35196,15.50425,453,val. GPS-3D,3.28,3.6,28
5626,12/13/18 22:15,12/13/18 16:15,99.35193,15.50414,424,val. GPS-3D,3.28,3.6,27
5625,12/13/18 22:00,12/13/18 16:00,99.35197,15.50421,425,val. GPS-3D,3.28,3.6,28
5624,12/13/18 9:45,12/13/18 3:45,99.35197,15.50423,438,val. GPS-3D,3.28,3.6,26
5623,12/13/18 9:30,12/13/18 3:30,99.35194,15.50422,444,val. GPS-3D,3.36,3.6,26
5622,12/13/18 9:15,12/13/18 3:15,99.352,15.5042,465,val. GPS-3D,3.28,3.6,26
5621,12/13/18 9:00,12/13/18 3:00,99.35197,15.50422,461,val. GPS-3D,3.28,3.6,26
5620,12/13/18 8:45,12/13/18 2:45,99.35199,15.50424,451,val. GPS-3D,3.28,3.6,26
5619,12/13/18 8:30,12/13/18 2:30,99.35198,15.50422,444,val. GPS-3D,3.28,3.6,27
5618,12/13/18 8:15,12/13/18 2:15,99.35209,15.50437,489,val. GPS-3D,3.28,3.6,27
5617,12/13/18 8:00,12/13/18 2:00,99.35196,15.50425,453,val. GPS-3D,3.28,3.6,28
5616,12/13/18 7:45,12/13/18 1:45,99.35197,15.50421,448,val. GPS-3D,3.28,3.6,28
5615,12/13/18 7:30,12/13/18 1:30,99.35196,15.50422,452,val. GPS-3D,3.28,3.6,28
5614,12/13/18 7:15,12/13/18 1:15,99.35191,15.50418,446,val. GPS-3D,3.28,3.6,28
5613,12/13/18 7:00,12/13/18 1:00,99.35199,15.50417,449,val. GPS-3D,3.28,3.6,29
5612,12/13/18 6:45,12/13/18 0:45,99.35185,15.5041,485,val. GPS-3D,3.28,3.6,28
5611,12/13/18 6:30,12/13/18 0:30,99.35195,15.50425,438,val. GPS-3D,3.28,3.6,28
5610,12/13/18 6:15,12/13/18 0:15,99.35196,15.50419,464,val. GPS-3D,3.28,3.6,27
5609,12/13/18 6:00,12/13/18 0:00,99.35203,15.50426,436,val. GPS-3D,3.28,3.6,27
5608,12/13/18 5:45,12/12/18 23:45,99.35199,15.50424,464,val. GPS-3D,3.28,3.6,29
5607,12/13/18 5:30,12/12/18 23:30,99.35192,15.5042,453,val. GPS-3D,3.28,3.6,29
5606,12/13/18 5:15,12/12/18 23:15,99.35191,15.50436,470,val. GPS-3D,3.28,3.6,29
5605,12/13/18 5:00,12/12/18 23:00,99.35195,15.50427,454,val. GPS-3D,3.28,3.6,29
5604,12/13/18 4:45,12/12/18 22:45,99.35196,15.50428,444,val. GPS-3D,3.28,3.6,29
5603,12/13/18 4:30,12/12/18 22:30,99.35197,15.50426,450,val. GPS-3D,3.28,3.6,28
5602,12/13/18 4:17,12/12/18 22:17,99.35199,15.5043,441,val. GPS-3D,3.28,3.6,28
5601,12/13/18 4:00,12/12/18 22:00,99.35199,15.50431,453,val. GPS-3D,3.28,3.6,28
5600,12/13/18 3:45,12/12/18 21:45,99.35183,15.50422,452,val. GPS-3D,3.28,3.6,28
5599,12/13/18 3:30,12/12/18 21:30,99.3494,15.50471,442,val. GPS-3D,3.28,3.6,28
5598,12/13/18 3:15,12/12/18 21:15,99.34711,15.50248,421,val. GPS-3D,3.28,3.6,28
5597,12/13/18 3:00,12/12/18 21:00,99.3467,15.50179,450,val. GPS-3D,3.28,3.6,28
5596,12/13/18 2:45,12/12/18 20:45,99.3462,15.50098,420,val. GPS-3D,3.28,3.6,27
5595,12/13/18 2:30,12/12/18 20:30,99.34503,15.50152,385,val. GPS-3D,3.28,3.6,27
5594,12/13/18 2:15,12/12/18 20:15,99.34319,15.49937,435,val. GPS-3D,3.28,3.6,28
5593,12/13/18 2:00,12/12/18 20:00,99.34312,15.49952,426,val. GPS-3D,3.28,3.6,28
5592,12/13/18 1:45,12/12/18 19:45,99.34307,15.49942,405,val. GPS-3D,3.28,3.6,28
5591,12/13/18 1:30,12/12/18 19:30,99.34302,15.49941,410,val. GPS-3D,3.28,3.6,27
5590,12/13/18 1:15,12/12/18 19:15,99.34222,15.49948,444,val. GPS-3D,3.28,3.52,27
5589,12/13/18 1:00,12/12/18 19:00,99.3409,15.49782,421,val. GPS-3D,3.28,3.6,26
5588,12/13/18 0:45,12/12/18 18:45,99.34084,15.49777,459,val. GPS-3D,3.28,3.6,25
5587,12/13/18 0:30,12/12/18 18:30,99.33996,15.4965,454,val. GPS-3D,3.28,3.6,24
5586,12/13/18 0:15,12/12/18 18:15,99.33769,15.49425,486,val. GPS-3D,3.28,3.6,24
5585,12/13/18 0:01,12/12/18 18:01,99.33708,15.49134,605,val. GPS-3D,3.28,3.6,23
