position #,Time [UTC],Time [LMT],Longitude [deg],Latitude [deg],Altitude [m],Status,Main [V],Beacon [V],Temperature [ÁC]
6103,12/21/18 22:00,12/21/18 16:00,99.29087,15.5452,148,val. GPS-3D,3.28,3.6,28
6102,12/21/18 21:45,12/21/18 15:45,99.29137,15.54549,205,val. GPS-3D,3.28,3.6,28
6101,12/21/18 21:30,12/21/18 15:30,99.29143,15.54542,215,val. GPS-3D,3.28,3.6,28
6100,12/21/18 21:15,12/21/18 15:15,99.29139,15.54542,254,val. GPS-3D,3.28,3.6,28
6099,12/21/18 21:00,12/21/18 15:00,99.29138,15.54532,295,val. GPS-3D,3.28,3.6,29
6098,12/21/18 20:45,12/21/18 14:45,99.2912,15.54559,54,val. GPS-3D,3.28,3.6,29
6097,12/21/18 20:30,12/21/18 14:30,99.2913,15.54546,214,val. GPS-3D,3.28,3.6,30
6096,12/21/18 20:18,12/21/18 14:18,99.2913,15.54556,213,GPS-3D,3.28,3.6,29
6095,12/21/18 20:00,12/21/18 14:00,99.2911,15.54565,222,val. GPS-3D,3.28,3.6,29
6094,12/21/18 19:45,12/21/18 13:45,99.29124,15.54554,243,val. GPS-3D,3.28,3.6,30
6093,12/21/18 19:30,12/21/18 13:30,99.29131,15.54548,231,val. GPS-3D,3.28,3.6,30
6092,12/21/18 19:15,12/21/18 13:15,99.2914,15.54553,247,val. GPS-3D,3.28,3.6,28
6091,12/21/18 19:00,12/21/18 13:00,99.29137,15.54543,199,val. GPS-3D,3.28,3.6,27
6090,12/21/18 18:45,12/21/18 12:45,99.29133,15.54548,230,val. GPS-3D,3.28,3.6,27
6089,12/21/18 18:30,12/21/18 12:30,99.2919,15.54572,172,val. GPS-3D,3.28,3.6,26
6088,12/21/18 18:15,12/21/18 12:15,99.29129,15.54542,231,val. GPS-3D,3.28,3.6,26
6087,12/21/18 18:00,12/21/18 12:00,99.29129,15.54542,217,val. GPS-3D,3.28,3.6,26
6086,12/21/18 17:45,12/21/18 11:45,99.29127,15.5454,216,val. GPS-3D,3.28,3.6,26
6085,12/21/18 17:30,12/21/18 11:30,99.29128,15.54538,224,val. GPS-3D,3.28,3.6,27
6084,12/21/18 17:15,12/21/18 11:15,99.29134,15.54541,236,val. GPS-3D,3.28,3.6,27
6083,12/21/18 17:00,12/21/18 11:00,99.29128,15.54539,222,val. GPS-3D,3.28,3.6,27
6082,12/21/18 16:45,12/21/18 10:45,99.29133,15.54543,228,val. GPS-3D,3.28,3.6,28
6081,12/21/18 16:30,12/21/18 10:30,99.29134,15.54539,223,val. GPS-3D,3.28,3.6,28
6080,12/21/18 16:15,12/21/18 10:15,99.29137,15.54544,240,val. GPS-3D,3.28,3.6,30
6079,12/21/18 16:00,12/21/18 10:00,99.29132,15.54544,222,val. GPS-3D,3.28,3.6,30
6078,12/21/18 15:45,12/21/18 9:45,99.2912,15.54555,232,val. GPS-3D,3.28,3.6,28
6077,12/21/18 15:30,12/21/18 9:30,99.29146,15.54543,243,val. GPS-3D,3.28,3.6,28
6076,12/21/18 15:15,12/21/18 9:15,99.29126,15.54544,225,val. GPS-3D,3.28,3.6,28
6075,12/21/18 15:00,12/21/18 9:00,99.29134,15.54538,231,val. GPS-3D,3.28,3.6,28
6074,12/21/18 14:45,12/21/18 8:45,99.29133,15.54546,240,val. GPS-3D,3.28,3.6,29
6073,12/21/18 14:30,12/21/18 8:30,99.29138,15.54546,236,val. GPS-3D,3.28,3.6,30
6072,12/21/18 14:15,12/21/18 8:15,99.29142,15.54551,264,val. GPS-3D,3.28,3.6,29
6071,12/21/18 14:00,12/21/18 8:00,99.29142,15.54537,245,val. GPS-3D,3.28,3.6,29
6070,12/21/18 13:45,12/21/18 7:45,99.2913,15.54542,225,val. GPS-3D,3.28,3.6,31
6069,12/21/18 13:30,12/21/18 7:30,99.29133,15.54542,226,val. GPS-3D,3.28,3.6,31
6068,12/21/18 13:15,12/21/18 7:15,99.29132,15.54543,234,val. GPS-3D,3.28,3.6,30
6067,12/21/18 13:00,12/21/18 7:00,99.29141,15.54547,243,val. GPS-3D,3.28,3.6,30
6066,12/21/18 12:45,12/21/18 6:45,99.29133,15.54542,238,val. GPS-3D,3.28,3.6,30
6065,12/21/18 12:30,12/21/18 6:30,99.29142,15.54488,244,val. GPS-3D,3.28,3.6,31
6064,12/21/18 12:15,12/21/18 6:15,99.29149,15.54461,239,val. GPS-3D,3.28,3.6,31
6063,12/21/18 12:00,12/21/18 6:00,99.29141,15.54452,237,val. GPS-3D,3.28,3.6,31
6062,12/21/18 11:45,12/21/18 5:45,99.29147,15.54445,243,val. GPS-3D,3.28,3.6,31
6061,12/21/18 11:30,12/21/18 5:30,99.29141,15.54447,251,val. GPS-3D,3.28,3.6,31
6060,12/21/18 11:15,12/21/18 5:15,99.2915,15.54445,237,val. GPS-3D,3.28,3.6,31
6059,12/21/18 11:00,12/21/18 5:00,99.29149,15.54447,235,val. GPS-3D,3.28,3.6,31
6058,12/21/18 10:45,12/21/18 4:45,99.29154,15.54451,227,val. GPS-3D,3.28,3.6,31
6057,12/21/18 10:30,12/21/18 4:30,99.29147,15.54427,241,val. GPS-3D,3.28,3.6,31
6056,12/21/18 10:15,12/21/18 4:15,99.29144,15.54439,223,val. GPS-3D,3.28,3.6,31
6055,12/21/18 10:00,12/21/18 4:00,99.29136,15.54441,229,val. GPS-3D,3.28,3.6,31
6054,12/21/18 9:45,12/21/18 3:45,99.29161,15.54441,267,val. GPS-3D,3.28,3.6,31
6053,12/21/18 9:30,12/21/18 3:30,99.29175,15.54426,267,val. GPS-3D,3.28,3.6,31
6052,12/21/18 9:15,12/21/18 3:15,99.29143,15.54444,233,val. GPS-3D,3.28,3.6,31
6051,12/21/18 9:00,12/21/18 3:00,99.29148,15.54441,225,val. GPS-3D,3.28,3.6,32
6050,12/21/18 8:45,12/21/18 2:45,99.29151,15.54429,224,val. GPS-3D,3.28,3.6,32
6049,12/21/18 8:30,12/21/18 2:30,99.29134,15.54433,239,val. GPS-3D,3.28,3.6,32
6048,12/21/18 8:16,12/21/18 2:16,99.29148,15.54426,231,val. GPS-3D,3.28,3.6,31
6047,12/21/18 8:00,12/21/18 2:00,99.29151,15.54431,264,val. GPS-3D,3.28,3.6,31
6046,12/21/18 7:46,12/21/18 1:46,99.29149,15.54426,237,val. GPS-3D,3.28,3.6,31
6045,12/21/18 7:30,12/21/18 1:30,99.29143,15.54427,243,val. GPS-3D,3.28,3.6,32
6044,12/21/18 7:15,12/21/18 1:15,99.29141,15.54427,219,val. GPS-3D,3.28,3.6,32
6043,12/21/18 7:02,12/21/18 1:02,99.29144,15.54428,224,val. GPS-3D,3.28,3.6,33
6042,12/21/18 6:45,12/21/18 0:45,99.29159,15.5445,232,val. GPS-3D,3.28,3.6,34
6041,12/21/18 6:30,12/21/18 0:30,99.29166,15.54447,219,val. GPS-3D,3.28,3.6,34
6040,12/21/18 6:15,12/21/18 0:15,99.29158,15.54444,232,val. GPS-3D,3.28,3.6,34
6039,12/21/18 6:01,12/21/18 0:01,99.2916,15.54443,207,val. GPS-3D,3.28,3.6,34
6038,12/21/18 5:45,12/20/18 23:45,99.29154,15.54444,225,val. GPS-3D,3.28,3.6,34
6037,12/21/18 5:30,12/20/18 23:30,99.29157,15.54445,192,val. GPS-3D,3.28,3.6,34
6036,12/21/18 5:15,12/20/18 23:15,99.2917,15.54442,242,val. GPS-3D,3.28,3.6,34
6035,12/21/18 5:00,12/20/18 23:00,99.29174,15.54442,255,val. GPS-3D,3.28,3.6,34
6034,12/21/18 4:45,12/20/18 22:45,99.29146,15.54452,215,val. GPS-3D,3.28,3.6,33
6033,12/21/18 4:30,12/20/18 22:30,99.29146,15.54448,225,val. GPS-3D,3.28,3.6,33
6032,12/21/18 4:15,12/20/18 22:15,99.29146,15.54471,276,val. GPS-3D,3.28,3.6,33
6031,12/21/18 4:00,12/20/18 22:00,99.29176,15.54432,250,val. GPS-3D,3.28,3.6,32
6030,12/21/18 3:45,12/20/18 21:45,99.29157,15.54466,259,val. GPS-3D,3.28,3.6,32
6029,12/21/18 3:30,12/20/18 21:30,99.29159,15.54451,242,val. GPS-3D,3.28,3.6,33
6028,12/21/18 3:15,12/20/18 21:15,99.29153,15.54451,242,val. GPS-3D,3.28,3.6,32
6027,12/21/18 3:00,12/20/18 21:00,99.29153,15.54454,230,val. GPS-3D,3.28,3.6,31
6026,12/21/18 2:45,12/20/18 20:45,99.29155,15.54456,283,val. GPS-3D,3.28,3.6,31
6025,12/21/18 2:30,12/20/18 20:30,99.29151,15.5445,194,val. GPS-3D,3.28,3.6,30
6024,12/21/18 2:15,12/20/18 20:15,99.29136,15.54457,272,val. GPS-3D,3.28,3.6,29
6023,12/21/18 2:00,12/20/18 20:00,99.29154,15.5444,234,val. GPS-3D,3.28,3.6,28
6022,12/21/18 1:45,12/20/18 19:45,99.29152,15.54451,227,val. GPS-3D,3.28,3.6,29
6021,12/21/18 1:30,12/20/18 19:30,99.29144,15.54476,235,val. GPS-3D,3.28,3.6,29
6020,12/21/18 1:15,12/20/18 19:15,99.29135,15.54471,230,val. GPS-3D,3.28,3.6,28
6019,12/21/18 1:00,12/20/18 19:00,99.29167,15.54447,228,val. GPS-3D,3.28,3.6,28
6018,12/21/18 0:45,12/20/18 18:45,99.29151,15.5446,235,val. GPS-3D,3.28,3.6,27
6017,12/21/18 0:30,12/20/18 18:30,99.29119,15.54471,275,val. GPS-3D,3.28,3.6,26
6016,12/21/18 0:15,12/20/18 18:15,99.29173,15.5444,244,val. GPS-3D,3.28,3.6,26
6015,12/21/18 0:00,12/20/18 18:00,99.2915,15.54461,231,val. GPS-3D,3.28,3.6,27
6014,12/20/18 23:45,12/20/18 17:45,99.2915,15.54456,230,val. GPS-3D,3.28,3.6,27
6013,12/20/18 23:30,12/20/18 17:30,99.29152,15.54448,263,val. GPS-3D,3.28,3.6,26
6012,12/20/18 23:15,12/20/18 17:15,99.29156,15.54443,298,val. GPS-3D,3.28,3.6,25
6011,12/20/18 23:00,12/20/18 17:00,99.29153,15.54452,218,val. GPS-3D,3.28,3.6,26
6010,12/20/18 22:45,12/20/18 16:45,99.29155,15.54452,231,val. GPS-3D,3.28,3.6,27
6009,12/20/18 22:30,12/20/18 16:30,99.29154,15.54444,233,val. GPS-3D,3.28,3.6,27
6008,12/20/18 22:15,12/20/18 16:15,99.2916,15.5447,242,val. GPS-3D,3.28,3.6,26
6007,12/20/18 22:00,12/20/18 16:00,99.29162,15.54467,267,val. GPS-3D,3.28,3.6,26
6006,12/20/18 21:45,12/20/18 15:45,99.29158,15.54453,235,val. GPS-3D,3.28,3.6,26
6005,12/20/18 21:30,12/20/18 15:30,99.29147,15.5444,228,val. GPS-3D,3.28,3.6,27
6004,12/20/18 21:15,12/20/18 15:15,99.29157,15.54449,227,val. GPS-3D,3.28,3.6,27
6003,12/20/18 21:00,12/20/18 15:00,99.29156,15.54457,250,val. GPS-3D,3.28,3.6,27
6002,12/20/18 20:45,12/20/18 14:45,99.29145,15.54454,222,val. GPS-3D,3.28,3.6,27
6001,12/20/18 20:30,12/20/18 14:30,99.29155,15.54455,218,val. GPS-3D,3.28,3.6,27
6000,12/20/18 20:15,12/20/18 14:15,99.2915,15.54445,222,val. GPS-3D,3.28,3.6,26
5999,12/20/18 20:00,12/20/18 14:00,99.29152,15.54447,250,val. GPS-3D,3.28,3.6,25
5998,12/20/18 19:45,12/20/18 13:45,99.2914,15.54433,248,val. GPS-3D,3.28,3.6,24
5997,12/20/18 19:30,12/20/18 13:30,99.29158,15.54449,252,val. GPS-3D,3.28,3.6,25
5996,12/20/18 19:15,12/20/18 13:15,99.2915,15.54447,252,val. GPS-3D,3.28,3.6,27
5995,12/20/18 19:01,12/20/18 13:01,99.29139,15.54447,212,val. GPS-3D,3.28,3.6,27
5994,12/20/18 18:45,12/20/18 12:45,99.29133,15.54455,214,val. GPS-3D,3.28,3.6,29
5993,12/20/18 18:30,12/20/18 12:30,99.29094,15.54441,221,val. GPS-3D,3.28,3.6,30
5992,12/20/18 18:15,12/20/18 12:15,99.29124,15.54446,209,val. GPS-3D,3.28,3.6,30
5991,12/20/18 18:00,12/20/18 12:00,99.2915,15.5446,244,val. GPS-3D,3.28,3.6,30
5990,12/20/18 17:45,12/20/18 11:45,99.29108,15.54455,270,val. GPS-3D,3.28,3.6,29
5989,12/20/18 17:30,12/20/18 11:30,99.29163,15.54458,254,val. GPS-3D,3.28,3.6,28
5988,12/20/18 17:15,12/20/18 11:15,99.29163,15.54452,216,val. GPS-3D,3.28,3.6,28
5987,12/20/18 17:00,12/20/18 11:00,99.29155,15.54453,221,val. GPS-3D,3.28,3.6,29
5986,12/20/18 16:45,12/20/18 10:45,99.29148,15.54466,243,val. GPS-3D,3.28,3.6,29
5985,12/20/18 16:30,12/20/18 10:30,99.29151,15.5445,255,val. GPS-3D,3.28,3.6,29
5984,12/20/18 16:15,12/20/18 10:15,99.29159,15.54449,229,val. GPS-3D,3.28,3.6,29
5983,12/20/18 16:01,12/20/18 10:01,99.29156,15.5445,223,val. GPS-3D,3.28,3.6,28
5982,12/20/18 15:45,12/20/18 9:45,99.29153,15.5446,223,val. GPS-3D,3.28,3.6,28
5981,12/20/18 15:30,12/20/18 9:30,99.29181,15.54488,230,val. GPS-3D,3.28,3.6,27
5980,12/20/18 15:15,12/20/18 9:15,99.29207,15.5448,231,val. GPS-3D,3.28,3.6,28
5979,12/20/18 15:00,12/20/18 9:00,99.29195,15.54478,224,val. GPS-3D,3.28,3.6,29
5978,12/20/18 14:45,12/20/18 8:45,99.29202,15.54477,231,val. GPS-3D,3.28,3.6,28
5977,12/20/18 14:30,12/20/18 8:30,99.292,15.54478,227,val. GPS-3D,3.28,3.6,29
5976,12/20/18 14:15,12/20/18 8:15,99.29213,15.54481,230,val. GPS-3D,3.28,3.6,30
5975,12/20/18 14:00,12/20/18 8:00,99.29206,15.54478,226,val. GPS-3D,3.28,3.6,29
5974,12/20/18 13:45,12/20/18 7:45,99.29199,15.5448,223,val. GPS-3D,3.28,3.6,28
5973,12/20/18 13:30,12/20/18 7:30,99.29194,15.54485,221,val. GPS-3D,3.28,3.6,28
5972,12/20/18 13:15,12/20/18 7:15,99.29196,15.54485,220,val. GPS-3D,3.28,3.6,28
5971,12/20/18 13:00,12/20/18 7:00,99.29203,15.54489,239,val. GPS-3D,3.28,3.6,29
5970,12/20/18 12:45,12/20/18 6:45,99.29196,15.54486,222,val. GPS-3D,3.28,3.6,30
5969,12/20/18 12:30,12/20/18 6:30,99.29218,15.54488,239,val. GPS-3D,3.28,3.6,31
5968,12/20/18 12:15,12/20/18 6:15,99.29166,15.54464,235,val. GPS-3D,3.28,3.6,31
5967,12/20/18 12:00,12/20/18 6:00,99.29164,15.54467,229,val. GPS-3D,3.28,3.6,31
5966,12/20/18 11:45,12/20/18 5:45,99.29153,15.54449,220,val. GPS-3D,3.28,3.6,31
5965,12/20/18 11:30,12/20/18 5:30,99.29142,15.5445,239,val. GPS-3D,3.28,3.6,31
5964,12/20/18 11:15,12/20/18 5:15,99.2916,15.54439,268,val. GPS-3D,3.28,3.6,31
5963,12/20/18 11:00,12/20/18 5:00,99.29146,15.54448,226,val. GPS-3D,3.28,3.6,31
5962,12/20/18 10:45,12/20/18 4:45,99.29173,15.54463,255,val. GPS-3D,3.28,3.6,32
5961,12/20/18 10:30,12/20/18 4:30,99.29166,15.54453,244,val. GPS-3D,3.28,3.6,31
5960,12/20/18 10:15,12/20/18 4:15,99.29148,15.54445,215,val. GPS-3D,3.28,3.6,31
5959,12/20/18 10:00,12/20/18 4:00,99.29159,15.54455,220,val. GPS-3D,3.28,3.6,30
5958,12/20/18 9:45,12/20/18 3:45,99.29157,15.54453,234,val. GPS-3D,3.28,3.6,31
5957,12/20/18 9:30,12/20/18 3:30,99.29164,15.54448,247,val. GPS-3D,3.28,3.6,32
5956,12/20/18 9:15,12/20/18 3:15,99.29153,15.54452,231,val. GPS-3D,3.28,3.6,32
5955,12/20/18 9:00,12/20/18 3:00,99.29154,15.54449,212,val. GPS-3D,3.28,3.6,33
5954,12/20/18 8:45,12/20/18 2:45,99.29157,15.54448,231,val. GPS-3D,3.28,3.6,33
5953,12/20/18 8:30,12/20/18 2:30,99.29148,15.54455,204,val. GPS-3D,3.28,3.6,34
5952,12/20/18 8:16,12/20/18 2:16,99.29154,15.54451,237,val. GPS-3D,3.28,3.6,34
5951,12/20/18 8:00,12/20/18 2:00,99.29146,15.54449,153,val. GPS-3D,3.28,3.6,34
5950,12/20/18 7:45,12/20/18 1:45,99.29157,15.54455,248,val. GPS-3D,3.28,3.6,34
5949,12/20/18 7:30,12/20/18 1:30,99.29208,15.54379,223,val. GPS-3D,3.28,3.6,35
5948,12/20/18 7:15,12/20/18 1:15,99.29234,15.54522,230,val. GPS-3D,3.28,3.6,37
5947,12/20/18 7:00,12/20/18 1:00,99.29222,15.54705,240,val. GPS-3D,3.36,3.6,36
5946,12/20/18 6:45,12/20/18 0:45,99.29316,15.54931,238,val. GPS-3D,3.28,3.6,34
5945,12/20/18 6:30,12/20/18 0:30,99.29429,15.55125,234,val. GPS-3D,3.36,3.6,33
5944,12/20/18 6:15,12/20/18 0:15,99.29616,15.55008,222,val. GPS-3D,3.28,3.6,33
5943,12/20/18 6:00,12/20/18 0:00,99.29697,15.5495,219,val. GPS-3D,3.28,3.6,32
5942,12/20/18 5:46,12/19/18 23:46,99.29696,15.54948,228,val. GPS-3D,3.28,3.6,33
5941,12/20/18 5:30,12/19/18 23:30,99.29689,15.54955,208,val. GPS-3D,3.28,3.6,33
5940,12/20/18 5:15,12/19/18 23:15,99.29702,15.54954,212,val. GPS-3D,3.28,3.6,32
5939,12/20/18 5:00,12/19/18 23:00,99.29821,15.54981,223,val. GPS-3D,3.28,3.6,33
5938,12/20/18 4:45,12/19/18 22:45,99.30026,15.55013,208,val. GPS-3D,3.28,3.6,32
5937,12/20/18 4:30,12/19/18 22:30,99.30084,15.54962,209,val. GPS-3D,3.28,3.6,32
5936,12/20/18 4:15,12/19/18 22:15,99.30128,15.54886,185,val. GPS-3D,3.28,3.6,31
5935,12/20/18 4:00,12/19/18 22:00,99.3017,15.54876,231,val. GPS-3D,3.28,3.6,31
5934,12/20/18 3:45,12/19/18 21:45,99.30176,15.54879,204,val. GPS-3D,3.28,3.6,31
5933,12/20/18 3:30,12/19/18 21:30,99.30166,15.5488,194,val. GPS-3D,3.28,3.6,30
5932,12/20/18 3:16,12/19/18 21:16,99.30186,15.54872,223,val. GPS-3D,3.28,3.6,29
5931,12/20/18 3:00,12/19/18 21:00,99.30178,15.54888,230,val. GPS-3D,3.28,3.6,30
5930,12/20/18 2:45,12/19/18 20:45,99.30166,15.54877,219,val. GPS-3D,3.28,3.6,30
5929,12/20/18 2:30,12/19/18 20:30,99.30226,15.5472,225,val. GPS-3D,3.28,3.6,30
5928,12/20/18 2:15,12/19/18 20:15,99.30376,15.54551,219,val. GPS-3D,3.28,3.6,29
5927,12/20/18 2:00,12/19/18 20:00,99.30363,15.54432,222,val. GPS-3D,3.28,3.6,29
5926,12/20/18 1:45,12/19/18 19:45,99.30366,15.54436,227,val. GPS-3D,3.28,3.6,28
5925,12/20/18 1:30,12/19/18 19:30,99.30413,15.54341,227,val. GPS-3D,3.28,3.6,27
5924,12/20/18 1:15,12/19/18 19:15,99.30467,15.54218,245,val. GPS-3D,3.28,3.6,26
5923,12/20/18 1:00,12/19/18 19:00,99.30568,15.53926,273,val. GPS-3D,3.28,3.6,26
5922,12/20/18 0:45,12/19/18 18:45,99.30587,15.53828,235,val. GPS-3D,3.28,3.6,27
5921,12/20/18 0:30,12/19/18 18:30,99.306,15.53747,246,val. GPS-3D,3.28,3.6,27
5920,12/20/18 0:15,12/19/18 18:15,99.30609,15.53749,209,val. GPS-3D,3.28,3.6,27
5919,12/20/18 0:00,12/19/18 18:00,99.30613,15.53754,188,val. GPS-3D,3.28,3.6,27
5918,12/19/18 23:45,12/19/18 17:45,99.30609,15.53758,150,val. GPS-3D,3.28,3.6,26
5917,12/19/18 23:30,12/19/18 17:30,99.30596,15.53747,221,val. GPS-3D,3.28,3.6,25
5916,12/19/18 23:15,12/19/18 17:15,99.30595,15.53752,241,val. GPS-3D,3.28,3.6,26
5915,12/19/18 23:00,12/19/18 17:00,99.30608,15.53744,220,val. GPS-3D,3.28,3.6,27
5914,12/19/18 22:48,12/19/18 16:48,99.30608,15.53736,205,GPS-3D,3.28,3.6,25
5913,12/19/18 22:32,12/19/18 16:32,99.30592,15.53736,208,GPS-3D,3.28,3.6,26
5912,12/19/18 22:18,12/19/18 16:18,99.30613,15.537,155,GPS-3D,3.28,3.6,26
5911,12/19/18 22:01,12/19/18 16:01,99.30565,15.53723,207,GPS-3D,3.28,3.6,26
5910,12/19/18 21:45,12/19/18 15:45,99.30584,15.53733,172,val. GPS-3D,3.28,3.6,26
5909,12/19/18 21:30,12/19/18 15:30,99.30597,15.53757,257,val. GPS-3D,3.28,3.6,26
5908,12/19/18 21:15,12/19/18 15:15,99.30595,15.53758,230,val. GPS-3D,3.28,3.6,26
5907,12/19/18 21:00,12/19/18 15:00,99.30593,15.53759,221,val. GPS-3D,3.28,3.6,25
5906,12/19/18 20:45,12/19/18 14:45,99.30618,15.53744,251,val. GPS-3D,3.28,3.6,24
5905,12/19/18 20:30,12/19/18 14:30,99.30598,15.5373,283,val. GPS-3D,3.28,3.6,24
5904,12/19/18 20:15,12/19/18 14:15,99.30608,15.53751,167,val. GPS-3D,3.28,3.6,25
5903,12/19/18 20:00,12/19/18 14:00,99.30612,15.5376,171,val. GPS-3D,3.28,3.6,24
5902,12/19/18 19:45,12/19/18 13:45,99.30602,15.53748,249,val. GPS-3D,3.28,3.6,25
5901,12/19/18 19:30,12/19/18 13:30,99.30598,15.53755,162,val. GPS-3D,3.28,3.6,26
5900,12/19/18 19:15,12/19/18 13:15,99.30602,15.53742,235,val. GPS-3D,3.28,3.6,27
5899,12/19/18 19:00,12/19/18 13:00,99.30608,15.53754,246,val. GPS-3D,3.28,3.6,27
5898,12/19/18 18:45,12/19/18 12:45,99.30601,15.53747,266,val. GPS-3D,3.28,3.6,27
5897,12/19/18 18:30,12/19/18 12:30,99.30585,15.53752,211,val. GPS-3D,3.28,3.6,27
5896,12/19/18 18:16,12/19/18 12:16,99.30595,15.5375,204,val. GPS-3D,3.28,3.6,28
5894,12/19/18 17:45,12/19/18 11:45,99.3059,15.53748,277,val. GPS-3D,3.28,3.6,29
5893,12/19/18 17:30,12/19/18 11:30,99.30593,15.5375,242,val. GPS-3D,3.28,3.6,29
5892,12/19/18 17:15,12/19/18 11:15,99.30597,15.53752,241,val. GPS-3D,3.28,3.6,28
5891,12/19/18 17:01,12/19/18 11:01,99.30586,15.53747,254,val. GPS-3D,3.28,3.6,27
5890,12/19/18 16:45,12/19/18 10:45,99.30606,15.53756,223,val. GPS-3D,3.28,3.6,27
5889,12/19/18 16:30,12/19/18 10:30,99.30595,15.53747,267,val. GPS-3D,3.28,3.6,27
5888,12/19/18 16:15,12/19/18 10:15,99.30603,15.53768,222,val. GPS-3D,3.28,3.6,28
5887,12/19/18 16:00,12/19/18 10:00,99.30601,15.53745,252,val. GPS-3D,3.28,3.6,29
5886,12/19/18 15:45,12/19/18 9:45,99.30605,15.53749,237,val. GPS-3D,3.28,3.6,29
5885,12/19/18 15:30,12/19/18 9:30,99.30609,15.53748,248,val. GPS-3D,3.28,3.6,30
5884,12/19/18 15:15,12/19/18 9:15,99.30603,15.53741,237,val. GPS-3D,3.28,3.6,31
5883,12/19/18 15:00,12/19/18 9:00,99.30613,15.53733,270,val. GPS-3D,3.28,3.6,30
5882,12/19/18 14:45,12/19/18 8:45,99.30605,15.53742,265,val. GPS-3D,3.28,3.6,31
5881,12/19/18 14:30,12/19/18 8:30,99.3059,15.53743,262,val. GPS-3D,3.28,3.6,30
5880,12/19/18 14:15,12/19/18 8:15,99.306,15.53742,258,val. GPS-3D,3.28,3.6,30
5879,12/19/18 14:00,12/19/18 8:00,99.30602,15.53743,233,val. GPS-3D,3.28,3.6,27
5878,12/19/18 13:45,12/19/18 7:45,99.30606,15.53736,253,val. GPS-3D,3.28,3.6,27
5877,12/19/18 13:30,12/19/18 7:30,99.30631,15.53736,280,val. GPS-3D,3.28,3.6,27
5876,12/19/18 13:15,12/19/18 7:15,99.30605,15.53759,241,val. GPS-3D,3.28,3.6,28
5875,12/19/18 13:00,12/19/18 7:00,99.30598,15.53756,226,val. GPS-3D,3.28,3.6,29
5874,12/19/18 12:45,12/19/18 6:45,99.30609,15.5375,239,val. GPS-3D,3.28,3.6,29
5873,12/19/18 12:30,12/19/18 6:30,99.30605,15.53755,229,val. GPS-3D,3.28,3.6,29
5872,12/19/18 12:15,12/19/18 6:15,99.30606,15.53756,223,val. GPS-3D,3.28,3.6,28
5871,12/19/18 12:00,12/19/18 6:00,99.30591,15.53726,329,val. GPS-3D,3.28,3.6,28
5870,12/19/18 11:45,12/19/18 5:45,99.30602,15.53749,206,val. GPS-3D,3.28,3.6,28
5869,12/19/18 11:30,12/19/18 5:30,99.3063,15.53737,299,val. GPS-3D,3.28,3.6,29
5868,12/19/18 11:15,12/19/18 5:15,99.30613,15.53742,258,val. GPS-3D,3.28,3.6,30
5867,12/19/18 11:00,12/19/18 5:00,99.30617,15.53756,240,val. GPS-3D,3.28,3.6,30
5866,12/19/18 10:45,12/19/18 4:45,99.30623,15.53735,278,val. GPS-3D,3.28,3.6,30
5865,12/19/18 10:30,12/19/18 4:30,99.30616,15.53738,228,val. GPS-3D,3.28,3.6,30
5864,12/19/18 10:15,12/19/18 4:15,99.3061,15.53751,245,val. GPS-3D,3.28,3.6,31
5863,12/19/18 10:00,12/19/18 4:00,99.30609,15.53722,240,val. GPS-3D,3.28,3.6,31
5862,12/19/18 9:45,12/19/18 3:45,99.30606,15.53736,229,val. GPS-3D,3.36,3.6,30
5861,12/19/18 9:30,12/19/18 3:30,99.3061,15.53735,238,val. GPS-3D,3.28,3.6,30
5860,12/19/18 9:15,12/19/18 3:15,99.30622,15.53739,239,val. GPS-3D,3.36,3.6,31
5859,12/19/18 9:00,12/19/18 3:00,99.30618,15.53739,226,val. GPS-3D,3.36,3.6,32
5858,12/19/18 8:45,12/19/18 2:45,99.30611,15.5374,236,val. GPS-3D,3.28,3.6,33
5857,12/19/18 8:30,12/19/18 2:30,99.30632,15.53737,256,val. GPS-3D,3.28,3.6,33
5856,12/19/18 8:15,12/19/18 2:15,99.30644,15.53729,226,val. GPS-3D,3.28,3.6,32
5855,12/19/18 8:00,12/19/18 2:00,99.30617,15.53758,222,val. GPS-3D,3.28,3.6,32
5854,12/19/18 7:45,12/19/18 1:45,99.30591,15.53756,222,val. GPS-3D,3.28,3.6,32
5853,12/19/18 7:30,12/19/18 1:30,99.30591,15.53761,226,val. GPS-3D,3.28,3.6,33
5852,12/19/18 7:15,12/19/18 1:15,99.30591,15.53762,239,val. GPS-3D,3.28,3.6,33
5851,12/19/18 7:00,12/19/18 1:00,99.30596,15.53764,238,val. GPS-3D,3.28,3.6,32
5850,12/19/18 6:45,12/19/18 0:45,99.30596,15.5377,230,val. GPS-3D,3.28,3.6,32
5849,12/19/18 6:30,12/19/18 0:30,99.30591,15.53761,226,val. GPS-3D,3.28,3.6,32
5848,12/19/18 6:15,12/19/18 0:15,99.30601,15.53759,219,val. GPS-3D,3.28,3.6,32
5847,12/19/18 6:00,12/19/18 0:00,99.30613,15.53764,199,val. GPS-3D,3.28,3.6,31
5846,12/19/18 5:46,12/18/18 23:46,99.30594,15.53756,238,val. GPS-3D,3.28,3.6,30
5845,12/19/18 5:31,12/18/18 23:31,99.30617,15.5376,186,val. GPS-3D,3.28,3.6,30
